date,firm,n,sd,source,FDP,GRUENE,LINKE,others,SPD,Union,AfD
2014-06-04,"FG Wahlen",1215,0.027,NA,3,11,9,7,26,39,5
2014-06-04,Emnid,2299,0.02,NA,3,10,10,6,25,39,7
2014-06-06,Forsa,2501,0.019,NA,4,9,10,7,23,39,8
2014-06-10,"INSA YouGov",2036,0.021,NA,5,11,9,4,25,39,7
2014-06-11,Emnid,2311,0.02,NA,4,11,10,5,25,39,6
2014-06-13,Forsa,2001,0.021,NA,4,10,10,7,23,39,7
2014-06-13,Allensbach,NA,NA,NA,4,10,8,6,26,40,6
2014-06-16,"INSA YouGov",1993,0.022,NA,4,11,9,5,25,40,6
2014-06-17,Emnid,1845,0.022,NA,4,10,9,6,25,39,7
2014-06-18,"Infratest dimap",1000,0.03,NA,4,12,8,6,25,39,6
2014-06-20,Forsa,2504,0.019,NA,4,10,9,6,23,41,7
2014-06-23,"INSA YouGov",2020,0.021,NA,3,11,9,5,24,41,6
2014-06-23,GMS,1007,0.03,NA,4,11,9,3,25,39,6
2014-06-25,"FG Wahlen",1315,0.026,NA,3,11,9,7,25,39,6
2014-06-25,Emnid,2287,0.02,NA,3,10,9,6,25,40,7
2014-06-27,Forsa,2502,0.019,NA,4,10,9,6,23,41,7
2014-06-30,"INSA YouGov",2044,0.021,NA,4,10,9,5,24,41,6
2014-07-02,"Infratest dimap",1505,0.025,NA,4,11,9,6,26,39,5
2014-07-02,Emnid,2287,0.02,NA,3,10,9,7,25,40,6
2014-07-04,Forsa,2014,0.021,NA,3,11,9,7,23,41,6
2014-07-07,"INSA YouGov",2033,0.021,NA,4,10,9,4,25,40,6
2014-07-09,Emnid,2258,0.02,NA,3,11,9,7,25,40,5
2014-07-11,Forsa,2503,0.019,NA,3,11,9,7,23,41,6
2014-07-11,Allensbach,NA,NA,NA,4,11,9,6,25,41,6
2014-07-14,"INSA YouGov",2018,0.021,NA,4,11,9,5,24,40,6
2014-07-16,"Infratest dimap",1008,0.03,NA,4,10,10,6,26,40,4
2014-07-16,Emnid,2414,0.02,NA,3,10,9,7,26,40,5
2014-07-17,"FG Wahlen",1273,0.027,NA,3,11,9,7,24,41,5
2014-07-18,Forsa,2505,0.019,NA,3,10,10,7,22,43,5
2014-07-21,"INSA YouGov",2044,0.021,NA,4,10,9,5,24,41,6
2014-07-21,GMS,1004,0.03,NA,4,10,8,4,26,40,5
2014-07-23,Emnid,2762,0.018,NA,3,10,10,6,25,41,5
2014-07-25,Forsa,2501,0.019,NA,3,10,10,7,22,43,5
2014-07-28,"INSA YouGov",2014,0.021,NA,4,11,9,6,25,40,5
2014-07-30,Emnid,1940,0.022,NA,3,10,9,6,25,42,5
2014-08-01,Forsa,2501,0.019,NA,4,9,9,6,24,43,5
2014-08-04,"INSA YouGov",2032,0.021,NA,3,10,10,6,25,41,5
2014-08-05,Allensbach,NA,NA,NA,3,10,8,5,27,41,7
2014-08-06,"Infratest dimap",1503,0.025,NA,3,10,9,6,26,41,5
2014-08-06,Emnid,2802,0.018,NA,3,9,9,6,27,41,5
2014-08-08,Forsa,2500,0.019,NA,4,10,9,6,24,42,5
2014-08-11,"INSA YouGov",2006,0.022,NA,3,10,9,5,26,42,6
2014-08-13,Emnid,1865,0.022,NA,3,10,9,6,27,41,4
2014-08-15,Forsa,2502,0.019,NA,3,10,9,7,24,42,5
2014-08-18,"INSA YouGov",2005,0.022,NA,4,10,9,6,26,41,5
2014-08-18,GMS,1007,0.03,NA,3,10,9,5,26,41,4
2014-08-20,Emnid,3215,0.017,NA,4,10,9,6,26,41,4
2014-08-21,"FG Wahlen",1264,0.027,NA,4,10,9,7,25,41,4
2014-08-22,Forsa,2504,0.019,NA,3,10,9,7,24,42,5
2014-08-25,"INSA YouGov",1998,0.022,NA,4,10,10,5,25,42,5
2014-08-27,"Infratest dimap",1027,0.03,NA,3,9,9,7,25,42,5
2014-08-27,Emnid,2418,0.02,NA,3,9,9,5,26,43,5
2014-08-29,Forsa,2504,0.019,NA,3,10,10,7,24,41,5
2014-09-01,"INSA YouGov",2036,0.021,NA,3,10,10,6,25,40,6
2014-09-03,"Infratest dimap",1503,0.025,NA,3,10,10,6,24,40,7
2014-09-03,Emnid,2766,0.018,NA,3,9,10,5,25,42,6
2014-09-04,"FG Wahlen",1179,0.028,NA,3,9,9,6,25,42,6
2014-09-05,Forsa,2502,0.019,NA,3,9,9,7,23,42,7
2014-09-08,"INSA YouGov",2030,0.021,NA,4,11,9,6,23,40,6
2014-09-10,Emnid,2285,0.02,NA,3,9,9,6,25,41,7
2014-09-11,Allensbach,NA,NA,NA,4,10,9,5,26,41,7
2014-09-12,Forsa,2503,0.019,NA,3,9,9,7,24,41,7
2014-09-15,"INSA YouGov",2020,0.021,NA,4,10,10,6,25,39,7
2014-09-17,Emnid,2319,0.02,NA,3,9,9,6,25,40,8
2014-09-19,Forsa,2501,0.019,NA,2,8,9,7,22,42,10
2014-09-22,"INSA YouGov",2019,0.021,NA,3,10,9,7,24,40,8
2014-09-22,GMS,1011,0.03,NA,3,9,9,3,24,41,9
2014-09-24,"Infratest dimap",1008,0.03,NA,3,10,10,5,25,39,8
2014-09-24,Emnid,2760,0.018,NA,2,9,10,6,25,40,8
2014-09-25,"FG Wahlen",1184,0.028,NA,3,9,8,6,26,41,7
2014-09-26,Forsa,2501,0.019,NA,2,9,8,7,23,42,9
2014-09-29,"INSA YouGov",2037,0.021,NA,3,11,10,5,25,39,9
2014-10-01,"Infratest dimap",1502,0.025,NA,2,9,10,5,24,41,9
2014-10-01,Emnid,2753,0.018,NA,2,10,9,5,24,41,9
2014-10-02,Forsa,2004,0.022,NA,2,10,9,7,23,41,8
2014-10-06,"INSA YouGov",2030,0.021,NA,3,11,8,7,24,39,8
2014-10-08,Emnid,2323,0.02,NA,2,10,8,6,24,42,8
2014-10-09,"FG Wahlen",1379,0.026,NA,3,9,8,6,25,41,8
2014-10-10,Forsa,2505,0.019,NA,3,10,9,7,23,40,8
2014-10-13,"INSA YouGov",2043,0.021,NA,2,10,9,6,24,40,9
2014-10-15,Emnid,2778,0.018,NA,3,9,9,6,24,42,7
2014-10-16,Allensbach,NA,NA,NA,3,11,9,5,26,40,8
2014-10-17,Forsa,2504,0.019,NA,2,9,9,7,24,41,8
2014-10-20,"INSA YouGov",2005,0.022,NA,3,9,9,5,25,41,8
2014-10-20,GMS,1016,0.03,NA,3,9,9,4,24,41,7
2014-10-22,"Infratest dimap",1022,0.03,NA,2,10,9,6,26,40,7
2014-10-22,Emnid,2309,0.02,NA,3,9,9,7,25,41,6
2014-10-23,"FG Wahlen",1268,0.027,NA,3,9,8,6,26,41,7
2014-10-24,Forsa,2504,0.019,NA,2,10,9,7,23,41,8
2014-10-27,"INSA YouGov",2003,0.022,NA,2,10,9,5,24,41,8
2014-10-29,Emnid,2312,0.02,NA,3,9,9,6,25,41,7
2014-10-31,Forsa,2504,0.019,NA,3,10,9,7,22,41,8
2014-11-05,"INSA YouGov",2020,0.021,NA,3,9,9,4,25,41,8
2014-11-05,"Infratest dimap",1504,0.025,NA,3,10,9,5,25,41,7
2014-11-05,Emnid,2333,0.02,NA,2,9,9,7,25,41,7
2014-11-07,Forsa,2502,0.019,NA,3,9,10,6,23,41,8
2014-11-10,"INSA YouGov",2028,0.021,NA,4,10,9,4,25,41,8
2014-11-12,Emnid,2313,0.02,NA,3,10,9,6,24,41,7
2014-11-13,"FG Wahlen",1242,0.027,NA,,10,8,8,26,41,7
2014-11-13,Allensbach,NA,NA,NA,4,10,8,5,27,41,7
2014-11-14,Forsa,2501,0.019,NA,3,10,9,7,22,42,7
2014-11-17,"INSA YouGov",2017,0.021,NA,3,10,10,6,25,40,7
2014-11-19,"Infratest dimap",1023,0.03,NA,3,11,8,5,26,41,6
2014-11-19,Emnid,2331,0.02,NA,3,10,8,6,25,42,6
2014-11-21,Forsa,2501,0.019,NA,2,10,10,7,23,42,6
2014-11-24,"INSA YouGov",1979,0.022,NA,3,9,11,6,24,41,8
2014-11-24,GMS,1009,0.03,NA,3,9,8,4,25,42,6
2014-11-26,Emnid,2307,0.02,NA,3,10,9,5,25,41,7
2014-11-27,"FG Wahlen",1289,0.027,NA,,11,8,8,26,41,6
2014-11-28,Forsa,2502,0.019,NA,2,11,9,7,24,41,6
2014-12-01,"INSA YouGov",2047,0.021,NA,2,9,10,6,23,42,9
2014-12-03,"Infratest dimap",1502,0.025,NA,2,11,9,5,26,40,7
2014-12-03,Emnid,2789,0.018,NA,3,10,9,5,26,41,6
2014-12-05,Forsa,2503,0.019,NA,2,11,9,7,24,41,6
2014-12-08,"INSA YouGov",2046,0.021,NA,2,10,10,6,24,41,8
2014-12-10,Emnid,2764,0.018,NA,3,10,9,6,25,41,6
2014-12-11,"FG Wahlen",1269,0.027,NA,,12,8,7,25,42,6
2014-12-12,Forsa,2504,0.019,NA,2,10,10,7,23,43,5
2014-12-12,Allensbach,1505,0.025,NA,4,10,9,5,26,41,7
2014-12-15,"INSA YouGov",2017,0.022,NA,2,10,10,5,25,42,8
2014-12-15,GMS,1005,0.031,NA,2,10,9,3,25,42,7
2014-12-17,"Infratest dimap",1006,0.03,NA,,10,8,9,25,42,6
2014-12-17,Emnid,2755,0.018,NA,2,9,9,6,25,42,7
2014-12-19,Forsa,2504,0.019,NA,2,10,11,7,23,42,5
2015-01-03,GMS,1008,0.03,NA,5,10,8,5,24,39,9
2015-01-04,"INSA YouGov",2022,0.021,NA,5,10,10,7,23,36,10
2015-01-05,"INSA YouGov",2036,0.022,NA,2,9,10,6,24,43,8
2015-01-05,Forsa,1002,0.031,NA,3,11,10,7,22,42,5
2015-01-07,"Infratest dimap",1506,0.025,NA,3,10,8,6,26,41,6
2015-01-07,Emnid,2864,0.018,NA,3,9,9,5,24,43,7
2015-01-09,Forsa,2504,0.019,NA,4,10,10,6,22,42,6
2015-01-12,"INSA YouGov",2058,0.021,NA,3,10,9,4,23,43,8
2015-01-14,"Infratest dimap",1017,0.03,NA,4,10,8,6,25,41,6
2015-01-14,Emnid,3243,0.017,NA,4,9,9,5,24,42,7
2015-01-15,"FG Wahlen",1287,0.027,NA,3,11,8,5,25,42,6
2015-01-16,Forsa,2502,0.019,NA,3,10,10,7,22,42,6
2015-01-19,"INSA YouGov",2019,0.022,NA,4,10,9,4,23,42,7
2015-01-19,GMS,1016,0.03,NA,3,10,10,3,24,42,6
2015-01-21,Emnid,1850,0.022,NA,4,10,9,5,25,41,6
2015-01-23,Forsa,2015,0.022,NA,3,10,9,7,23,42,6
2015-01-23,Allensbach,1455,0.025,NA,4,11,9,5,25,42,6
2015-01-26,"INSA YouGov",2005,0.022,NA,3,10,9,6,24,42,7
2015-01-28,Emnid,1889,0.022,NA,3,10,10,6,25,40,6
2015-01-29,"FG Wahlen",1258,0.027,NA,3,12,8,5,25,41,6
2015-01-30,Forsa,2510,0.019,NA,4,10,10,6,23,42,5
2015-02-02,"INSA YouGov",2013,0.021,NA,3,10,9,6,25,41,7
2015-02-04,"Infratest dimap",1503,0.025,NA,3,10,9,6,25,41,6
2015-02-04,Emnid,1859,0.022,NA,3,10,10,6,26,40,5
2015-02-06,Forsa,2503,0.019,NA,5,10,9,5,23,42,6
2015-02-09,"INSA YouGov",2005,0.022,NA,3,11,9,5,25,41,8
2015-02-11,"Infratest dimap",1023,0.03,NA,3,10,8,6,24,42,7
2015-02-11,Emnid,1947,0.022,NA,4,10,10,4,25,41,6
2015-02-12,Allensbach,1400,0.026,NA,5,10,9,4,26,41,6
2015-02-13,Forsa,2502,0.019,NA,5,10,8,6,23,43,5
2015-02-17,"INSA YouGov",2011,0.022,NA,3,10,9,6,24,42,7
2015-02-18,Emnid,2337,0.02,NA,4,9,9,5,26,41,6
2015-02-20,Forsa,2501,0.019,NA,5,9,9,5,24,42,6
2015-02-23,"INSA YouGov",1992,0.022,NA,3,10,9,6,25,41,8
2015-02-23,GMS,1007,0.03,NA,4,11,9,2,23,42,6
2015-02-25,Emnid,2307,0.02,NA,4,9,9,6,25,41,6
2015-02-26,"FG Wahlen",1154,0.028,NA,3,11,8,5,25,41,7
2015-02-27,Forsa,2502,0.019,NA,5,9,9,5,24,41,7
2015-03-02,"INSA YouGov",2019,0.021,NA,3,10,9,6,24,41,8
2015-03-04,"Infratest dimap",1506,0.025,NA,4,10,9,5,25,41,6
2015-03-04,Emnid,2318,0.02,NA,4,10,9,5,25,40,7
2015-03-06,Forsa,2504,0.019,NA,5,9,9,6,24,41,6
2015-03-09,"INSA YouGov",1997,0.022,NA,3,10,9,6,25,41,8
2015-03-11,"Infratest dimap",1000,0.03,NA,4,11,9,5,24,41,6
2015-03-11,Emnid,1925,0.022,NA,4,11,9,5,24,41,6
2015-03-12,"FG Wahlen",1266,0.027,NA,3,10,9,5,24,43,6
2015-03-12,Allensbach,1500,0.025,NA,5,10,8,4,26,42,6
2015-03-13,Forsa,2500,0.019,NA,5,9,9,6,24,41,6
2015-03-16,"INSA YouGov",1998,0.022,NA,4,10,10,6,23,41,8
2015-03-17,Emnid,1006,0.03,NA,4,10,9,6,24,41,6
2015-03-20,Forsa,2501,0.019,NA,5,10,8,7,24,41,5
2015-03-23,"INSA YouGov",2012,0.021,NA,4,10,9,6,24,41,7
2015-03-23,GMS,1018,0.03,NA,5,10,8,3,25,42,5
2015-03-25,Emnid,1854,0.022,NA,5,9,8,5,25,42,6
2015-03-26,"FG Wahlen",1219,0.028,NA,3,11,9,5,25,41,6
2015-03-27,Forsa,2505,0.019,NA,4,10,9,6,23,42,6
2015-03-30,"INSA YouGov",1978,0.022,NA,3,10,9,6,24,43,6
2015-04-01,"Infratest dimap",1501,0.025,NA,4,10,9,5,25,41,6
2015-04-01,Emnid,2299,0.02,NA,4,9,9,6,25,42,5
2015-04-02,Forsa,2001,0.022,NA,4,10,9,6,23,42,6
2015-04-07,"INSA YouGov",2174,0.021,NA,3,9,9,7,24,42,7
2015-04-08,Emnid,1404,0.026,NA,4,10,9,6,25,41,5
2015-04-10,Forsa,2004,0.022,NA,5,10,8,6,24,42,5
2015-04-10,Allensbach,1430,0.025,NA,5,10,9,4,27,41,6
2015-04-13,"INSA YouGov",2161,0.021,NA,3,10,10,7,24,41,7
2015-04-15,GMS,1015,0.03,NA,5,10,9,3,24,42,5
2015-04-15,Emnid,2326,0.02,NA,4,10,9,5,25,41,6
2015-04-16,"FG Wahlen",1224,0.028,NA,3,10,9,5,26,41,6
2015-04-17,Forsa,2502,0.019,NA,4,10,8,6,24,42,6
2015-04-20,"INSA YouGov",2174,0.021,NA,4,10,9,6,25,41,7
2015-04-22,"Infratest dimap",1002,0.03,NA,4,11,8,6,24,41,6
2015-04-22,Emnid,3210,0.017,NA,4,10,8,6,25,41,6
2015-04-24,Forsa,2506,0.019,NA,4,10,9,7,24,42,4
2015-04-27,"INSA YouGov",2169,0.021,NA,3,11,9,5,25,41,6
2015-04-29,Emnid,3631,0.016,NA,3,10,9,6,25,41,6
2015-04-30,Forsa,2001,0.022,NA,4,10,9,7,24,42,4
2015-05-04,"INSA YouGov",2148,0.021,NA,3,10,10,4,25,41,6
2015-05-06,"Infratest dimap",1506,0.025,NA,4,10,9,6,25,40,6
2015-05-06,Emnid,1848,0.022,NA,3,10,10,6,25,40,6
2015-05-08,Forsa,2502,0.019,NA,4,12,9,6,23,41,5
2015-05-08,Allensbach,1450,0.025,NA,5,10,9,5,26,42,5
2015-05-11,"INSA YouGov",2149,0.021,NA,3,9,10,7,25,42,6
2015-05-12,Emnid,1941,0.022,NA,4,10,9,7,25,40,5
2015-05-13,GMS,1010,0.03,NA,4,11,10,2,25,41,5
2015-05-15,Forsa,2003,0.021,NA,6,11,9,7,22,40,5
2015-05-18,"INSA YouGov",2175,0.021,NA,5,10,10,6,24,41,6
2015-05-20,"Infratest dimap",1011,0.03,NA,5,9,9,5,26,41,5
2015-05-20,Emnid,2302,0.02,NA,5,9,9,6,26,40,5
2015-05-21,"FG Wahlen",1230,0.027,NA,4,11,9,5,26,40,5
2015-05-22,Forsa,2503,0.019,NA,7,11,9,7,23,39,4
2015-05-25,"INSA YouGov",2163,0.021,NA,5,10,10,5,25,41,6
2015-05-27,Emnid,1816,0.023,NA,6,10,9,5,25,40,5
2015-05-29,Forsa,2502,0.019,NA,6,10,10,6,23,40,5
2015-06-01,"INSA YouGov",2168,0.021,NA,5,10,9,6,25,41,5
2015-06-02,"Infratest dimap",1503,0.025,NA,6,10,9,5,25,40,5
2015-06-02,Emnid,1467,0.025,NA,5,10,10,5,25,40,5
2015-06-05,Forsa,2504,0.019,NA,6,10,9,6,24,41,4
2015-06-08,"INSA YouGov",2189,0.021,NA,5,10,10,6,24,40,5
2015-06-10,Emnid,2277,0.02,NA,5,10,9,6,25,40,5
2015-06-11,"FG Wahlen",1230,0.027,NA,4,11,10,5,25,41,4
2015-06-12,Forsa,2502,0.019,NA,5,11,9,6,23,41,5
2015-06-14,Allensbach,1400,0.026,NA,5,10,9,5,26,42,4
2015-06-15,"INSA YouGov",2177,0.021,NA,5,10,11,6,24,41,5
2015-06-17,"Infratest dimap",1001,0.03,NA,5,10,10,5,25,40,5
2015-06-17,Emnid,2716,0.018,NA,5,10,9,6,25,40,5
2015-06-19,Forsa,2501,0.019,NA,5,10,10,7,23,41,4
2015-06-22,"INSA YouGov",2179,0.021,NA,4,10,10,7,25,40,5
2015-06-24,GMS,1012,0.03,NA,5,10,9,4,24,42,4
2015-06-24,Emnid,2746,0.018,NA,4,10,10,6,24,41,5
2015-06-26,Forsa,2505,0.019,NA,5,10,10,6,23,42,4
2015-06-29,"INSA YouGov",2187,0.021,NA,5,10,10,6,25,40,5
2015-07-01,"Infratest dimap",1501,0.025,NA,5,11,10,4,25,40,5
2015-07-01,Emnid,2247,0.02,NA,4,11,10,6,24,40,5
2015-07-02,"FG Wahlen",1234,0.027,NA,4,11,9,5,26,41,4
2015-07-03,Forsa,2502,0.019,NA,5,11,10,5,23,42,4
2015-07-06,"INSA YouGov",2189,0.021,NA,4,10,9,5,24,43,4
2015-07-08,Emnid,1842,0.023,NA,4,10,10,5,26,42,3
2015-07-10,Forsa,2503,0.019,NA,4,11,10,6,23,42,4
2015-07-13,"INSA YouGov",2178,0.021,NA,4,10,10,6,26,42,4
2015-07-13,Allensbach,1400,0.026,NA,6,10,10,5,26,41,4
2015-07-15,"Infratest dimap",1029,0.03,NA,6,11,9,5,24,41,4
2015-07-15,Emnid,1942,0.022,NA,4,11,9,4,25,43,4
2015-07-17,Forsa,2501,0.019,NA,5,10,10,6,24,41,4
2015-07-20,"INSA YouGov",2187,0.021,NA,4,10,10,6,25,42,3
2015-07-22,GMS,1007,0.03,NA,5,10,9,3,24,42,4
2015-07-22,Emnid,1471,0.025,NA,4,10,10,6,24,43,3
2015-07-23,"FG Wahlen",1304,0.027,NA,4,11,9,6,25,41,4
2015-07-24,Forsa,2501,0.019,NA,4,10,10,8,23,42,3
2015-07-27,"INSA YouGov",2167,0.021,NA,4,10,10,7,26,42,3
2015-07-29,"Infratest dimap",1504,0.025,NA,5,11,9,5,24,42,4
2015-07-29,Emnid,1860,0.022,NA,4,10,9,7,24,43,3
2015-07-31,Forsa,2501,0.019,NA,5,10,9,8,24,41,3
2015-08-03,"INSA YouGov",2166,0.021,NA,4,10,10,6,25,43,3
2015-08-05,Emnid,1858,0.023,NA,4,10,10,5,24,43,4
2015-08-07,Forsa,2500,0.019,NA,5,10,9,7,23,43,3
2015-08-10,"INSA YouGov",2161,0.021,NA,5,11,9,7,23,43,4
2015-08-12,"Infratest dimap",1033,0.03,NA,4,11,9,6,24,42,4
2015-08-12,Emnid,2436,0.02,NA,4,11,10,5,24,43,3
2015-08-14,Forsa,2500,0.019,NA,4,10,10,7,23,43,3
2015-08-14,Allensbach,1400,0.026,NA,6,10,9,5,26,42,4
2015-08-17,"INSA YouGov",2178,0.021,NA,5,11,9,6,25,41,4
2015-08-19,Emnid,2311,0.02,NA,4,10,10,6,24,42,4
2015-08-20,"FG Wahlen",1251,0.027,NA,4,10,9,6,26,42,3
2015-08-21,Forsa,2500,0.019,NA,4,10,11,7,23,41,4
2015-08-24,"INSA YouGov",2169,0.021,NA,4,11,10,7,24,42,4
2015-08-26,GMS,1013,0.03,NA,5,10,10,4,25,42,3
2015-08-26,Emnid,2311,0.02,NA,4,10,10,7,24,41,4
2015-08-28,Forsa,2504,0.019,NA,5,11,11,6,24,40,3
2015-08-31,"INSA YouGov",2169,0.021,NA,4,10,10,7,24,42,5
2015-09-02,"Infratest dimap",1501,0.025,NA,4,12,8,6,24,42,4
2015-09-02,Emnid,2800,0.018,NA,4,11,10,6,24,41,4
2015-09-04,Forsa,2503,0.019,NA,4,10,10,7,24,41,4
2015-09-07,"INSA YouGov",2151,0.021,NA,4,11,10,6,24,42,5
2015-09-09,"Infratest dimap",1021,0.03,NA,4,11,9,5,25,42,4
2015-09-09,Emnid,2332,0.02,NA,4,11,10,5,25,41,4
2015-09-10,"FG Wahlen",1352,0.026,NA,4,10,8,6,26,42,4
2015-09-11,Forsa,2501,0.019,NA,4,10,10,7,24,41,4
2015-09-12,Allensbach,1400,0.026,NA,6,10,9,5,26,42,4
2015-09-14,"INSA YouGov",2172,0.021,NA,4,10,10,7,24,40,6
2015-09-16,GMS,1010,0.03,NA,4,10,9,5,24,42,4
2015-09-16,Emnid,1882,0.022,NA,5,10,9,7,24,40,5
2015-09-18,Forsa,2501,0.019,NA,5,10,10,7,24,40,4
2015-09-21,"INSA YouGov",2187,0.021,NA,4,10,10,7,25,40,6
2015-09-23,Emnid,1956,0.022,NA,4,10,10,5,25,40,6
2015-09-24,"FG Wahlen",1252,0.027,NA,4,10,9,5,26,41,5
2015-09-25,Forsa,2506,0.019,NA,5,10,10,6,24,40,5
2015-09-28,"INSA YouGov",2201,0.02,NA,4,11,11,7,24,39,6
2015-09-30,"Infratest dimap",1501,0.025,NA,5,10,9,6,24,40,6
2015-09-30,Emnid,2329,0.02,NA,4,9,10,7,25,40,5
2015-10-02,Forsa,2505,0.019,NA,5,9,9,6,25,39,7
2015-10-05,"INSA YouGov",2183,0.02,NA,5,10,10,7,24,39,6
2015-10-07,GMS,1014,0.03,NA,5,10,9,6,25,40,5
2015-10-07,Emnid,1871,0.022,NA,5,9,10,7,25,38,6
2015-10-08,"FG Wahlen",1268,0.027,NA,4,9,9,6,25,41,6
2015-10-09,Forsa,2502,0.019,NA,5,10,9,6,25,38,7
2015-10-12,"INSA YouGov",2190,0.02,NA,5,10,9,7,25,38,7
2015-10-14,Emnid,1496,0.024,NA,5,9,10,6,26,37,7
2015-10-16,Forsa,2502,0.019,NA,4,11,10,6,24,38,7
2015-10-16,Allensbach,1400,0.025,NA,6,10,9,5,26,38,7
2015-10-19,"INSA YouGov",2173,0.02,NA,5,10,10,7,25,37,8
2015-10-21,"Infratest dimap",1000,0.03,NA,5,11,9,5,24,38,8
2015-10-21,Emnid,2312,0.02,NA,5,10,10,6,26,36,7
2015-10-22,"FG Wahlen",1258,0.027,NA,5,10,9,6,25,39,6
2015-10-23,Forsa,2501,0.019,NA,6,11,9,8,24,36,6
2015-10-26,"INSA YouGov",2196,0.02,NA,5,11,10,7,25,35,9
2015-10-28,Emnid,1869,0.022,NA,5,10,10,6,25,36,8
2015-10-30,Forsa,2504,0.019,NA,5,11,9,8,24,36,7
2015-11-02,"INSA YouGov",2173,0.02,NA,6,10,10,7,25,36,8
2015-11-04,"Infratest dimap",1503,0.024,NA,5,11,9,6,24,37,8
2015-11-04,Emnid,2442,0.019,NA,4,10,9,6,26,36,9
2015-11-06,Forsa,2503,0.019,NA,5,10,8,7,25,38,7
2015-11-09,"INSA YouGov",2017,0.021,NA,6,10,11,5,24,34,10
2015-11-11,Emnid,2412,0.019,NA,5,10,9,6,25,37,8
2015-11-11,Allensbach,1448,0.025,NA,6,10,10,5,26,38,7
2015-11-12,"FG Wahlen",1262,0.027,NA,4,9,9,5,26,39,8
2015-11-13,Forsa,2504,0.019,NA,5,10,9,7,25,36,8
2015-11-16,"INSA YouGov",2057,0.021,NA,5,10,10,6,24,35,11
2015-11-18,GMS,1005,0.03,NA,4,10,9,6,23,39,9
2015-11-18,Emnid,2319,0.02,NA,5,9,9,7,26,37,7
2015-11-19,"Infratest dimap",1851,0.022,NA,5,10,8,6,25,37,9
2015-11-22,Forsa,2502,0.019,NA,5,10,9,6,24,39,7
2015-11-23,"INSA YouGov",2025,0.021,NA,6,9,11,7,23,35,10
2015-11-25,Emnid,2356,0.02,NA,4,10,10,5,25,38,8
2015-11-26,"FG Wahlen",1246,0.027,NA,4,9,8,6,25,39,9
2015-11-27,Forsa,2501,0.019,NA,5,10,9,7,24,39,6
2015-11-30,"INSA YouGov",2016,0.021,NA,6,10,10,7,24,35,11
2015-12-01,"Infratest dimap",1503,0.024,NA,4,11,8,5,25,37,10
2015-12-02,Emnid,2352,0.02,NA,4,10,10,6,25,37,8
2015-12-04,Forsa,2506,0.019,NA,4,10,9,7,24,38,8
2015-12-07,"INSA YouGov",2012,0.021,NA,6,10,10,7,24,35,10
2015-12-09,Emnid,2321,0.02,NA,4,9,10,6,26,37,8
2015-12-10,"FG Wahlen",1246,0.027,NA,4,10,9,5,24,39,9
2015-12-10,Allensbach,1457,0.025,NA,5,10,9,5,26,38,8
2015-12-11,Forsa,2502,0.019,NA,4,11,9,5,24,39,8
2015-12-14,"INSA YouGov",2030,0.021,NA,6,9,10,7,24,35,10
2015-12-16,"Infratest dimap",1021,0.03,NA,4,10,8,6,24,38,10
2015-12-16,Emnid,2821,0.018,NA,5,9,9,6,25,38,8
2015-12-18,Forsa,2504,0.019,NA,4,10,10,5,24,39,8
2015-12-21,"INSA YouGov",2066,0.021,NA,6,10,11,6,23,36,10
2015-12-22,Emnid,1832,0.022,NA,4,9,10,5,24,39,9
2015-12-23,Forsa,1501,0.025,NA,5,10,10,6,23,38,8
2015-12-30,Forsa,1503,0.025,NA,5,10,10,6,23,38,8
2016-01-02,"INSA YouGov",2099,0.02,NA,6,10,12,5,21,32,15
2016-01-06,Emnid,940,0.031,NA,4,10,10,6,23,39,8
2016-01-07,"Infratest dimap",1504,0.025,NA,4,11,8,5,24,39,9
2016-01-08,Forsa,2503,0.019,NA,5,10,10,5,23,38,9
2016-01-11,"INSA YouGov",2039,0.021,NA,6,10,10,6,22,35,12
2016-01-13,"Infratest dimap",1027,0.03,NA,4,10,8,6,25,37,10
2016-01-13,Emnid,2016,0.021,NA,5,10,9,5,24,38,9
2016-01-14,"FG Wahlen",1203,0.027,NA,5,10,8,5,24,37,11
2016-01-15,Forsa,2501,0.019,NA,5,10,9,6,23,37,10
2016-01-18,"INSA YouGov",2051,0.02,NA,7,10,10,7,23,33,13
2016-01-20,Emnid,1875,0.022,NA,5,9,9,6,25,36,10
2016-01-21,Allensbach,1431,0.025,NA,7,9,10,5,25,35,10
2016-01-22,Forsa,2505,0.019,NA,5,10,10,5,24,36,10
2016-01-25,"INSA YouGov",2047,0.02,NA,6,10,9,7,23,33,13
2016-01-27,Emnid,1638,0.023,NA,5,9,10,6,24,34,12
2016-01-28,"FG Wahlen",1380,0.025,NA,5,11,8,4,24,37,11
2016-01-29,Forsa,2501,0.019,NA,5,10,9,6,24,36,10
2016-02-01,"INSA YouGov",2007,0.021,NA,6,10,10,6,23,33,13
2016-02-02,"Infratest dimap",1504,0.024,NA,5,10,9,5,24,35,12
2016-02-03,Emnid,2306,0.019,NA,4,9,10,6,24,35,12
2016-02-05,Forsa,2500,0.019,NA,5,10,9,6,24,36,10
2016-02-09,"INSA YouGov",2054,0.02,NA,6,11,11,6,22,33,12
2016-02-10,Emnid,2090,0.02,NA,5,9,9,6,24,35,12
2016-02-11,Allensbach,1521,0.024,NA,7,10,10,5,24,34,11
